id,setId,type,correct,คำตอบที่คาด,ผลตรวจ,จำนวนชิ้นเฉลย,หมายเหตุ
chap-02-logic-q71,chap-02-logic,mc,3,ก. ผิด และ ข. ผิด,เจอแต่ไม่อยู่ท้าย,31,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q72,chap-02-logic,mc,0,ก. ถูก และ ข. ถูก,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q73,chap-02-logic,mc,4,ถ้า ก ไม่มีขา แล้ว ก ไม่เป็นคนและไม่เป็นสุนัข,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q74,chap-02-logic,mc,4,ไม่มีคำตอบใดถูกต้อง,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q75,chap-02-logic,mc,1,"$p$ เป็นเท็จ, $q$ เป็นเท็จ",เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q77,chap-02-logic,mc,3,$q \leftrightarrow r$,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q78,chap-02-logic,mc,3,$(\sim y \to \sim x) \to [(\sim y \vee r) \leftrightarrow (\sim x \wedge y)]$,เจอแต่ไม่อยู่ท้าย,35,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q79,chap-02-logic,mc,3,$(q \vee r) \to ((x \wedge y) \to p)$,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q80,chap-02-logic,fill,'5',5,เจอแต่ไม่อยู่ท้าย,45,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q82,chap-02-logic,mc,1,$\sim p \wedge \sim q$,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q84,chap-02-logic,mc,3,$\sim p \rightarrow (\sim q \wedge \sim r)$,ไม่เจอเลย,41,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q85,chap-02-logic,mc,2,เนื่องจากราคาน้ำตาลไม่สูงขึ้น จึงสรุปได้ว่าพ่อค้าไม่ได้กักตุนน้ำตาล,ไม่เจอเลย,28,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q86,chap-02-logic,mc,0,ถ้า $ab = 0$ และ $a \neq 0$ จะได้ $b = 0$,เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q87,chap-02-logic,mc,2,ทั้งข้อ ก. และข้อ ข.,เจอแต่ไม่อยู่ท้าย,43,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q88,chap-02-logic,mc,1,ถ้า $f'(x)$ หาค่าได้ หรือ $f'(x) \neq 0$ แล้ว $x$ ไม่เป็นค่าวิกฤตของฟังก์ชัน $f$,ไม่เจอเลย,44,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q90,chap-02-logic,mc,3,$[\sim (p \wedge q) \rightarrow \sim r] \wedge [\sim (p \wedge q) \rightarrow \s,ไม่เจอเลย,33,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q92,chap-02-logic,mc,2,$[(p \vee q) \wedge \sim p] \leftrightarrow (\sim p \wedge q)$ เป็นสัจนิรันดร์,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q93,chap-02-logic,mc,2,ข้อ ข. เท่านั้นเป็นจริง,เจอแต่ไม่อยู่ท้าย,41,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q94,chap-02-logic,mc,2,ทั้งข้อ ก. และข้อ ข. เป็นจริง,เจอแต่ไม่อยู่ท้าย,28,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q95,chap-02-logic,mc,0,ข้อ ก. และ ข. เป็นจริง,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q96,chap-02-logic,mc,0,ข้อ ก. และ ข. เป็นจริง,เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q97,chap-02-logic,mc,1,$[p \rightarrow (q \rightarrow r)] \leftrightarrow [(p \rightarrow q) \rightarro,ไม่เจอเลย,47,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q98,chap-02-logic,mc,1,$[[(p \wedge q) \rightarrow r] \wedge q] \rightarrow (p \rightarrow r)$,ไม่เจอเลย,45,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q99,chap-02-logic,mc,2,"$\sim (p \, \Delta \, q) * (q \, \Delta \, p)$",เจอแต่ไม่อยู่ท้าย,53,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q101,chap-02-logic,mc,0,ทั้ง ก. และ ข. สมเหตุสมผล,เจอแต่ไม่อยู่ท้าย,55,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q102,chap-02-logic,fill,"'~f, b'","~f, b",ไม่เจอเลย,38,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q103,chap-02-logic,mc,2,ข้อ ข. เท่านั้นเป็นจริง,เจอแต่ไม่อยู่ท้าย,38,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q104,chap-02-logic,mc,0,ข้อ ก. และ ข. เป็นจริง,เจอแต่ไม่อยู่ท้าย,35,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q105,chap-02-logic,mc,3,$\forall t[2t + 1$ เป็นจำนวนคี่$]$,เจอแต่ไม่อยู่ท้าย,28,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q106,chap-02-logic,fill,'เท็จ',เท็จ,เจอแต่ไม่อยู่ท้าย,51,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q107,chap-02-logic,mc,2,$\exists x[(p(x) \vee r(x)) \rightarrow \sim q(x)]$,ไม่เจอเลย,46,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q108,chap-02-logic,mc,2,$\exists x[x^2 - x - 1 = 0] \rightarrow \forall x[x^2 - 4x + 4 > 0]$,ไม่เจอเลย,34,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q109,chap-02-logic,mc,0,ก. และ ข. ถูก,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q110,chap-02-logic,mc,3,$\forall x[(x - 5)|x| < 0]$,ไม่เจอเลย,61,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q111,chap-02-logic,mc,3,$\exists x[Q(x)] \rightarrow \forall x[P(x)]$,เจอแต่ไม่อยู่ท้าย,53,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q112,chap-02-logic,mc,2,"$[1, 2]$",เจอแต่ไม่อยู่ท้าย,53,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q113,chap-02-logic,mc,2,"$[4, 7)$",เจอแต่ไม่อยู่ท้าย,59,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q114,chap-02-logic,mc,2,$\forall x \exists y[(x - y)^3 = x^3 - y^3]\;;\;\mathcal{U} = \mathbb{R}$,ไม่เจอเลย,35,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q115,chap-02-logic,mc,3,นิเสธของ $\forall x(x < 0 \rightarrow x^3 < 0)$ คือ $\exists x(x < 0$ และ $x^3 \,ไม่เจอเลย,37,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q116,chap-02-logic,fill,'ไม่สมมูล',ไม่สมมูล,เจอแต่ไม่อยู่ท้าย,40,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q118,chap-02-logic,mc,0,$\exists x[\sim Q(x)] \wedge \exists x[P(x)]$,เจอแต่ไม่อยู่ท้าย,55,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q119,chap-02-logic,fill,'essay',essay,ไม่เจอเลย,44,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q120,chap-02-logic,mc,1,"$\forall x \forall y \exists z[P(x, y) \wedge \sim Q(x, z)]$",เจอแต่ไม่อยู่ท้าย,42,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q121,chap-02-logic,mc,1,ก. ถูก และ ข. ผิด,ไม่เจอเลย,40,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q122,chap-02-logic,mc,2,$\forall x \exists y[|x| < |y| \wedge x + y \leq 0]$,ไม่เจอเลย,40,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q123,chap-02-logic,mc,3,"การอ้างเหตุผลข้างล่างนี้สมเหตุสมผล

เหตุ:
(1) $p \rightarrow (q \rightarrow r)$
",ไม่เจอเลย,44,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q124,chap-02-logic,mc,1,มีจำนวนคี่ $x$ บางตัว ซึ่ง $x^3 - x$ เป็นจำนวนคู่,เจอแต่ไม่อยู่ท้าย,35,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q125,chap-02-logic,mc,1,มีจำนวนจริง $x$ ที่มากกว่าศูนย์บางตัว สำหรับจำนวนเต็มบวก $n$ ทุกตัว $\dfrac{1}{n,เจอแต่ไม่อยู่ท้าย,37,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-02-logic-q126,chap-02-logic,mc,3,ข้อ ก. ไม่สมเหตุสมผล แต่ข้อ ข. สมเหตุสมผล,ไม่เจอเลย,49,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q127,chap-02-logic,mc,1,$A$ และ $B$ เป็นคนที่พูดโกหกเสมอ,ไม่เจอเลย,50,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-02-logic-q128,chap-02-logic,mc,1,"""ท่านเป็นพลเมืองของประเทศนี้ ใช่ไหม""",เจอแต่ไม่อยู่ท้าย,61,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q01,chap-03-realnumber,mc,2,$\dfrac{1}{|x|} < \dfrac{1}{|b|}$,ไม่เจอเลย,40,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q02,chap-03-realnumber,mc,0,$\dfrac{y}{x} < \dfrac{1}{z}$,ไม่เจอเลย,36,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q03,chap-03-realnumber,mc,2,"ถ้า $x > 0$ และ $y > 0$ แล้ว $\sqrt[n]{x}\,\sqrt[n]{y} = \sqrt[n]{xy}$ เมื่อ $n$",ไม่เจอเลย,39,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q04,chap-03-realnumber,mc,3,$(a - b)^{n} = 0$ เมื่อ $n$ เป็นจำนวนเต็มบวกใด ๆ,ไม่เจอเลย,38,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q05,chap-03-realnumber,mc,0,ถ้า $a$ เป็นเลขคี่แล้ว ดังนั้น $a^{2}$ เป็นเลขคี่ด้วย,ไม่เจอเลย,24,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q06,chap-03-realnumber,mc,3,"ถ้า $a$ เป็นจำนวนจริง แล้ว $\sqrt[n]{a^{n}} = a$ เมื่อ $n = 2, 4, 6, \ldots$",ไม่เจอเลย,25,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q07,chap-03-realnumber,mc,2,"มีจำนวนอตรรกยะ $a, b$ ซึ่ง $a \ne -b$ และ $a + b$ เป็นจำนวนตรรกยะ",ไม่เจอเลย,25,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q08,chap-03-realnumber,mc,0,ถ้า $a$ เป็นจำนวนอตรรกยะ แล้ว $\sqrt{|a|}$ เป็นจำนวนอตรรกยะ,ไม่เจอเลย,27,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q09,chap-03-realnumber,mc,3,$-8$,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q10,chap-03-realnumber,mc,2,$2xy \le \dfrac{(x + y)^{2} + (x - y)^{2}}{2} \le (x + y)^{2} - 2xy$,ไม่เจอเลย,33,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q11,chap-03-realnumber,mc,0,"ถ้า $a > 0,\ b > 0$ และ $a \ne b$ แล้ว $\dfrac{a}{b} + \dfrac{b}{a} < 2$ เสมอ",ไม่เจอเลย,34,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q12,chap-03-realnumber,mc,2,"สำหรับทุก ๆ $a, b \in \mathbb{R}$ กำหนดให้ $a * b = (2^{a})(2^{b})$ ดังนั้น $\ma",ไม่เจอเลย,27,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q13,chap-03-realnumber,mc,0,ข้อ ก. และข้อ ค. เป็นจริง,ไม่เจอเลย,24,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q14,chap-03-realnumber,mc,1,"เอกลักษณ์ของ ""$*$"" ใน $\mathbb{Z}$ คือ 8",ไม่เจอเลย,40,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q15,chap-03-realnumber,mc,2,$x \triangle (y \triangle z) = (z \triangle y) \triangle x$,ไม่เจอเลย,38,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q16,chap-03-realnumber,mc,4,"ข้อ (1), ข้อ (2) และข้อ (3) ผิดทั้งสามข้อ",ไม่เจอเลย,36,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q17,chap-03-realnumber,mc,4,$-8$,เจอแต่ไม่อยู่ท้าย,28,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q18,chap-03-realnumber,mc,2,$1$,เจอแต่ไม่อยู่ท้าย,36,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q19,chap-03-realnumber,fill,'4',4,เจอแต่ไม่อยู่ท้าย,28,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q20,chap-03-realnumber,mc,3,$21$,เจอแต่ไม่อยู่ท้าย,36,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q21,chap-03-realnumber,mc,0,$-1$,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q22,chap-03-realnumber,mc,0,$-60$,เจอแต่ไม่อยู่ท้าย,31,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q23,chap-03-realnumber,mc,1,"$m = 2,\ n = -2$",เจอแต่ไม่อยู่ท้าย,35,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q26,chap-03-realnumber,mc,3,ถ้า $x^{2} - 7x + 12 = 0$ แล้ว $x = 3$ หรือ $x = 4$,ไม่เจอเลย,25,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q27,chap-03-realnumber,mc,4,$x^{2} - 4x + 1 = 0$,เจอแต่ไม่อยู่ท้าย,29,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q28,chap-03-realnumber,mc,3,"$\left\{-1,\ \dfrac{-2}{3},\ \dfrac{1}{3}\right\}$",ไม่เจอเลย,30,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q29,chap-03-realnumber,mc,2,ถ้า $\mathcal{U} = $ เซตของจำนวนจริง แล้ว $|S| = 2$,ไม่เจอเลย,39,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q30,chap-03-realnumber,fill,'3',3,เจอแต่ไม่อยู่ท้าย,39,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q31,chap-03-realnumber,mc,3,$a$ มีหนึ่งค่า $b$ มีหนึ่งค่า,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q32,chap-03-realnumber,mc,2,ถ้า $a > c$ และ $b > c$ แล้ว $d < a$,ไม่เจอเลย,37,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q33,chap-03-realnumber,mc,3,"ข้อ (1), (3) เท่านั้นที่ถูก",เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q35,chap-03-realnumber,mc,2,$7 < 2x + 3 < 11$,ไม่เจอเลย,34,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q36,chap-03-realnumber,mc,1,"$\left(\dfrac{1}{4}, 3\right)$",เจอแต่ไม่อยู่ท้าย,33,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q37,chap-03-realnumber,mc,2,"$\left(-\dfrac{1}{2}, 3\right]$",เจอแต่ไม่อยู่ท้าย,38,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q38,chap-03-realnumber,mc,1,$|2x - 1| > 1$,เจอแต่ไม่อยู่ท้าย,36,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q40,chap-03-realnumber,mc,0,$8$,เจอแต่ไม่อยู่ท้าย,33,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q41,chap-03-realnumber,mc,2,ถ้าสัมประสิทธิ์ของ $P(x)$ เป็นจำนวนเต็ม และมี $x - m$ เป็นตัวประกอบ แล้ว $m$ จะต,ไม่เจอเลย,27,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q42,chap-03-realnumber,fill,'16',16,เจอแต่ไม่อยู่ท้าย,38,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q44,chap-03-realnumber,mc,0,$k = 2\sqrt{6}$,เจอแต่ไม่อยู่ท้าย,31,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q45,chap-03-realnumber,mc,0,"$(2.5, 5]$",เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q46,chap-03-realnumber,mc,2,$a^{2} < c$ และ $b^{2} > c$,เจอแต่ไม่อยู่ท้าย,33,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q47,chap-03-realnumber,mc,3,ถ้า $|x - 2| < 1$ แล้ว $|x^{2} - 4| < 5$,ไม่เจอเลย,36,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q48,chap-03-realnumber,mc,4,"ถ้า $a, b$ เป็นจำนวนจริงที่ $a > 0$ และ $|x - b| \le a$ แล้ว $b - a \le x \le a ",ไม่เจอเลย,41,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q49,chap-03-realnumber,mc,0,$x^{2} - 5x + 6 = 0$,เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q50,chap-03-realnumber,mc,3,$\left\{ x \mid \left| \dfrac{x - 1}{x + 1} \right| = \dfrac{x - 1}{x + 1} \righ,ไม่เจอเลย,40,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q51,chap-03-realnumber,mc,2,ก. ผิด ข. ถูก,เจอแต่ไม่อยู่ท้าย,43,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q52,chap-03-realnumber,mc,0,"$(-1, 0)$",เจอแต่ไม่อยู่ท้าย,49,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q53,chap-03-realnumber,mc,3,"$A - B = (-\infty, -1)$",ไม่เจอเลย,59,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q54,chap-03-realnumber,mc,3,"$(-2, 0) \cup (0, 3) \cup (5, 6)$",เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q55,chap-03-realnumber,mc,2,"$\{-1.8, 1.8\}$",เจอแต่ไม่อยู่ท้าย,47,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q56,chap-03-realnumber,mc,3,"$(-\infty, -2] \cup [-1, \infty)$",เจอแต่ไม่อยู่ท้าย,41,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q57,chap-03-realnumber,mc,0,"$(-5, -3)$",เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q58,chap-03-realnumber,mc,3,"$(-\infty, \infty)$",เจอแต่ไม่อยู่ท้าย,47,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q59,chap-03-realnumber,mc,2,$x < 1$,ไม่เจอเลย,39,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q60,chap-03-realnumber,mc,2,"$[\dfrac{1}{2}, 2]$",เจอแต่ไม่อยู่ท้าย,57,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q61,chap-03-realnumber,mc,1,ก. ถูก และ ข. ผิด,ไม่เจอเลย,57,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q62,chap-03-realnumber,mc,1,$\{x \in \mathbb{R} \mid |x - \dfrac{7}{2}| \le \dfrac{1}{2}\}$,ไม่เจอเลย,38,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q63,chap-03-realnumber,mc,0,"$(-6, -2) \cup \left(0, \dfrac{1}{4}\right)$",เจอแต่ไม่อยู่ท้าย,52,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q64,chap-03-realnumber,mc,3,"$\left(\dfrac{5}{3}, 2\right) \cup (2, 3)$",เจอแต่ไม่อยู่ท้าย,43,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q65,chap-03-realnumber,mc,2,"$\left(-\infty, -\dfrac{11}{2}\right) \cup \left(-\dfrac{5}{6}, \infty\right)$",เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q66,chap-03-realnumber,mc,1,ก. ผิด ข. ถูก,เจอแต่ไม่อยู่ท้าย,55,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q67,chap-03-realnumber,fill,'5.5',5.5,เจอแต่ไม่อยู่ท้าย,44,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q68,chap-03-realnumber,mc,1,"$[0.5, 1)$",เจอแต่ไม่อยู่ท้าย,43,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q69,chap-03-realnumber,mc,2,$15$,เจอแต่ไม่อยู่ท้าย,39,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q70,chap-03-realnumber,mc,1,$-3$,เจอแต่ไม่อยู่ท้าย,41,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q71,chap-03-realnumber,mc,3,ก. และ ข. ผิดทั้งคู่,ไม่เจอเลย,30,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-03-realnumber-q72,chap-03-realnumber,mc,1,"$A \subset (-2, 10]$",เจอแต่ไม่อยู่ท้าย,50,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q73,chap-03-realnumber,mc,1,$\{x \mid x > 0\}$,เจอแต่ไม่อยู่ท้าย,45,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q75,chap-03-realnumber,mc,1,$x$ และ $y$ มีเครื่องหมายต่างกัน,เจอแต่ไม่อยู่ท้าย,35,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q76,chap-03-realnumber,mc,4,$15$,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q78,chap-03-realnumber,mc,2,ก. ผิด แต่ ข. ถูก,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q79,chap-03-realnumber,mc,3,$20$,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-03-realnumber-q81,chap-03-realnumber,fill,'675',675,เจอแต่ไม่อยู่ท้าย,31,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
